D3,HR,TILT,FQ,OBS,RSRP
384.7349737,2.68627451,13.2,2600,0,-95
393.7321425,2.74,13.1,2600,0,-104
406.420964,2.74,12.7,2600,0,-105
419.1288585,2.74,12.2,2600,0,-106
429.8930099,2.490909091,11.2,2600,0,-104
439.7135431,2.490909091,10.9,2600,0,-105
452.4433666,2.74,11.3,2600,1,-108
465.2074806,2.74,11,2600,1,-108
475.0347356,2.74,10.7,2600,1,-105
487.8206638,2.74,10.4,2600,0,-104
501.6024322,2.74,10.2,2600,1,-107
512.9571132,2.914893617,10.3,2600,1,-112
512.9571132,2.914893617,10.3,2600,1,-104
521.8198923,2.914893617,10.1,2600,1,-104
531.6728317,2.914893617,9.9,2600,1,-106
538.9062998,2.68627451,9.3,2600,1,-90
538.9062998,2.68627451,9.3,2600,1,-105
526.5757305,2.854166667,9.9,2600,0,-90
527.5613708,2.854166667,9.9,2600,0,-90
522.6337149,2.854166667,10,2600,0,-84
513.7674571,2.854166667,10.1,2600,0,-84
503.9216209,2.854166667,10.3,2600,0,-87
494.081977,2.854166667,10.6,2600,0,-87
484.2489029,2.854166667,10.8,2600,0,-89
473.4405982,2.854166667,11,2600,0,-88
461.853873,2.914893617,11.5,2600,0,-89
449.1102315,2.914893617,11.8,2600,0,-90
439.3176527,2.914893617,12.1,2600,0,-92
430.5124853,2.914893617,12.3,2600,0,-89
418.7851478,2.914893617,12.7,2600,0,-90
406.8537821,2.854166667,12.9,2600,0,-94
396.1275047,2.854166667,13.3,2600,0,-95
383.4709898,2.854166667,13.8,2600,0,-94
370.8382397,2.854166667,14.3,2600,0,-97
360.1694046,2.854166667,14.8,2600,0,-97
350.2227862,2.58490566,14.3,2600,0,-96
340.523127,2.58490566,14.8,2600,0,-96
330.8413517,2.58490566,15.2,2600,0,-96
321.8850727,2.537037037,15.5,2600,0,-96
314.1623784,2.537037037,15.9,2600,0,-93
308.6502875,2.58490566,16.4,2600,0,-92
304.8032152,2.58490566,16.7,2600,0,-98
298.3638718,2.634615385,17.3,2600,0,-91
296.4472972,2.634615385,17.4,2600,0,-91
295.2033198,2.58490566,17.3,2600,0,-90
296.1621178,2.58490566,17.2,2600,0,-93
298.080526,2.58490566,17.1,2600,0,-89
302.8811648,2.58490566,16.8,2600,0,-92
304.4010512,2.68627451,17.2,2600,0,-92
306.320094,2.68627451,17,2600,0,-92
305.3604428,2.68627451,17.1,2600,0,-92
307.561376,2.74,17.1,2600,0,-88
309.4802094,2.74,17,2600,0,-94
312.3603688,2.74,16.9,2600,0,-97
314.2817208,2.74,16.8,2600,0,-100
315.2427636,2.74,16.7,2600,0,-99
315.9303721,2.68627451,16.4,2600,0,-100
318.81813,2.68627451,16.3,2600,0,-100
321.0140184,2.74,16.3,2600,0,-98
327.7575323,2.74,16,2600,0,-100
330.6508733,2.74,15.8,2600,0,-98
336.5367736,2.97826087,16.3,2600,0,-96
345.210081,2.97826087,15.8,2600,0,-91
353.192582,3.044444444,15.6,2600,0,-97
363.8241333,3.044444444,15.2,2600,0,-98
371.5696435,3.044444444,14.8,2600,0,-100
380.2959374,3.044444444,14.4,2600,0,-100
391.9502519,3.044444444,14,2600,0,-107
438.8541899,3.425,13.1,2600,0,-106
454.3676925,3.805555556,13.2,2600,0,-106
464.1228286,3.805555556,12.9,2600,0,-112
551.7000997,4.029411765,11,2600,0,-113
559.7463711,4.151515152,10.9,2600,0,-112
565.642997,4.151515152,10.8,2600,0,-108
565.4599897,4.029411765,10.7,2600,0,-105
565.7296174,3.605263158,10.2,2600,0,-103
565.7296174,3.605263158,10.2,2600,0,-101
565.7296174,3.605263158,10.2,2600,0,-99
563.7605875,3.605263158,10.3,2600,0,-97
560.3614905,3.914285714,10.7,2600,0,-104
559.1296808,3.261904762,9.9,2600,0,-105
557.1588642,3.261904762,10,2600,0,-105
557.3302432,3.341463415,10.1,2600,0,-106
558.3153231,3.341463415,10.1,2600,0,-106
557.3302432,3.341463415,10.1,2600,0,-108
558.838975,3.605263158,10.4,2600,0,-108
557.8548198,3.605263158,10.4,2600,0,-107
556.1735341,3.261904762,10,2600,0,-109
554.7251572,3.512820513,10.3,2600,0,-108
553.7409141,3.512820513,10.4,2600,0,-108
553.9187666,3.605263158,10.5,2600,0,-105
552.9348967,3.605263158,10.5,2600,0,-107
553.9187666,3.605263158,10.5,2600,0,-107
552.9348967,3.605263158,10.5,2600,0,-106
552.9348967,3.605263158,10.5,2600,0,-104
552.7567277,3.512820513,10.4,2600,0,-102
552.7567277,3.512820513,10.4,2600,0,-96
552.7567277,3.512820513,10.4,2600,0,-95
552.7567277,3.512820513,10.4,2600,0,-94
552.7567277,3.512820513,10.4,2600,0,-92
552.2327408,3.261904762,10.1,2600,0,-96
552.2327408,3.261904762,10.1,2600,0,-90
553.2178594,3.261904762,10,2600,0,-100
555.8354073,3.113636364,9.8,2600,0,-102
558.7933428,3.113636364,9.7,2600,0,-105
561.7517245,3.113636364,9.7,2600,0,-107
563.7242234,3.113636364,9.6,2600,0,-107
567.6697984,3.113636364,9.6,2600,0,-106
570.629477,3.113636364,9.5,2600,0,-107
574.5763657,3.113636364,9.4,2600,0,-107
578.2058457,2.97826087,9.2,2600,0,-101
582.1563364,2.97826087,9.1,2600,0,-104
586.1074987,2.97826087,9,2600,0,-105
591.2021651,3.044444444,9.1,2600,0,-108
595.1537616,3.044444444,9,2600,0,-107
599.3479791,2.74,8.4,2600,0,-104
606.2746902,2.74,8.3,2600,0,-104
612.2131982,2.74,8.3,2600,0,-100
618.1528937,2.74,8.2,2600,0,-100
623.1035227,2.74,8.1,2600,0,-100
628.3351017,2.854166667,8.2,2600,0,-102
636.2554518,2.854166667,8.1,2600,0,-98
643.1873755,2.854166667,8,2600,0,-96
651.9662568,2.795918367,7.8,2600,0,-91
659.8939309,2.795918367,7.7,2600,0,-91
669.805942,2.795918367,7.6,2600,0,-91
679.5917892,2.74,7.4,2600,0,-89
688.5186998,2.74,7.3,2600,0,-90
699.4319123,2.74,7.2,2600,0,-92
713.2040381,2.68627451,7,2600,0,-91
725.9931129,2.634615385,6.8,2600,0,-90
738.7909041,2.58490566,6.6,2600,0,-89
750.7143265,2.58490566,6.5,2600,0,-88
761.6462433,2.58490566,6.4,2600,0,-87
769.3822197,2.490909091,6.2,2600,0,-85
773.3595542,2.490909091,6.1,2600,1,-89
774.4604574,2.537037037,6.2,2600,1,-99
776.4489681,2.537037037,6.2,2600,1,-106
779.5389663,2.58490566,6.2,2600,1,-107
780.2159957,2.446428571,6,2600,1,-110
781.210599,2.446428571,6,2600,1,-111
780.320447,2.490909091,6.1,2600,0,-114
777.3371212,2.490909091,6.1,2600,1,-115
773.3595542,2.490909091,6.1,2600,1,-115
773.3595542,2.490909091,6.1,1800,1,-111
769.597947,2.58490566,6.3,1800,1,-111
765.6219694,2.58490566,6.3,1800,1,-107
760.6523516,2.58490566,6.4,1800,1,-108
757.0158519,2.74,6.6,1800,1,-108
752.0492005,2.74,6.7,1800,1,-104
747.9605605,2.68627451,6.6,1800,1,-106
743.9872311,2.68627451,6.7,1800,1,-106
741.2422006,2.795918367,6.9,1800,1,-104
738.5045701,2.914893617,7.1,1800,0,-101
738.5045701,2.914893617,7.1,2600,0,-109
731.5572431,2.914893617,7.1,2600,1,-109
721.6342564,2.914893617,7.2,2600,1,-100
711.7134255,2.914893617,7.3,2600,1,-104
699.9407118,2.97826087,7.5,2600,1,-108
690.0268111,2.97826087,7.6,2600,1,-112
681.1064528,2.97826087,7.8,2600,1,-105
668.2252614,2.97826087,7.9,2600,1,-100
658.3198311,2.97826087,8,2600,1,-103
646.1586492,2.854166667,8,2600,1,-108
636.2554518,2.854166667,8.1,2600,1,-108
624.3756882,2.854166667,8.3,2600,0,-107
612.3561055,2.795918367,8.3,2600,0,-110
603.4509094,2.795918367,8.5,2600,0,-110
603.4509094,2.795918367,8.5,2600,0,-110
690.6294231,2.795918367,7.4,2600,0,-111
687.6539828,2.795918367,7.4,2600,0,-108
681.703748,2.795918367,7.5,2600,1,-111
678.7289592,2.795918367,7.5,2600,1,-108
674.7629213,2.795918367,7.6,2600,0,-109
671.1974374,2.97826087,7.9,2600,1,-103
671.1974374,2.97826087,7.9,2600,1,-108
667.2345914,2.97826087,7.9,2600,1,-110
666.2439493,2.97826087,7.9,2600,1,-106
662.2816621,2.97826087,8,2600,1,-108
659.3102456,2.97826087,8,2600,1,-110
658.4588066,3.044444444,8.1,2600,1,-107
656.478484,3.044444444,8.1,2600,0,-109
654.4982811,3.044444444,8.2,2600,1,-109
652.518199,3.044444444,8.2,2600,1,-110
650.5382387,3.044444444,8.2,2600,1,-110
648.5584014,3.044444444,8.2,2600,1,-103
646.7217331,3.113636364,8.4,2600,0,-103
645.7321426,3.113636364,8.4,2600,0,-97
645.7321426,3.113636364,8.4,2600,1,-87
644.5991002,3.044444444,8.3,2600,1,-93
643.6093536,3.044444444,8.3,2600,0,-89
636.9740968,3.186046512,8.6,2600,0,-78
625.1079907,3.186046512,8.7,2600,0,-83
612.5691798,3.341463415,9.1,2600,0,-83
597.7591488,3.341463415,9.4,2600,0,-93
586.9045919,3.341463415,9.6,2600,0,-85
574.4214481,3.512820513,10,2600,0,-83
574.4214481,3.512820513,10,2600,0,-88
739.4971264,2.914893617,7,2600,0,-98
736.5195177,2.914893617,7.1,2600,0,-98
738.2635031,2.795918367,6.9,2600,1,-103
748.1931569,2.795918367,6.8,2600,1,-103
756.2552479,2.854166667,6.8,2600,1,-103
763.2070492,2.854166667,6.7,2600,1,-106
768.7138609,2.634615385,6.4,2600,1,-106
773.6833978,2.634615385,6.3,2600,1,-105
776.6653076,2.634615385,6.3,2600,1,-106
776.6653076,2.634615385,6.3,2600,0,-104
775.7815414,2.68627451,6.4,2600,1,-106
774.7877129,2.68627451,6.4,2600,1,-105
772.8001035,2.68627451,6.4,2600,1,-106
767.720001,2.634615385,6.4,2600,0,-97
762.2138807,2.854166667,6.8,2600,1,-97
753.2761778,2.854166667,6.8,2600,1,-97
746.3256662,2.854166667,6.9,2600,0,-99
738.0277773,2.68627451,6.7,2600,0,-91
727.4647758,2.854166667,7.1,2600,0,-88
715.5564268,2.854166667,7.2,2600,0,-88
703.651192,2.854166667,7.3,2600,1,-92
694.1239082,3.044444444,7.7,2600,1,-91
685.2043491,3.044444444,7.8,2600,0,-88
673.3149337,3.044444444,7.9,2600,0,-90
661.5693463,3.113636364,8.2,2600,0,-89
649.6906956,3.113636364,8.3,2600,0,-93
639.9414036,3.186046512,8.5,2600,0,-89
629.062795,3.186046512,8.7,2600,0,-89
618.1884826,3.186046512,8.9,2600,0,-94
606.1765419,3.113636364,8.9,2600,0,-98
593.3338015,3.113636364,9.1,2600,0,-100
583.4595102,3.113636364,9.3,2600,0,-98
573.9172414,3.261904762,9.7,2600,0,-94
573.9172414,3.261904762,9.7,2600,0,-100
705.6351749,2.854166667,7.3,2600,1,-98
714.5642029,2.854166667,7.2,2600,1,-98
713.5720006,2.854166667,7.2,2600,0,-108
700.9322364,2.97826087,7.5,2600,0,-105
688.04433,2.97826087,7.7,2600,0,-104
677.1425256,2.97826087,7.8,2600,1,-107
666.3812722,3.044444444,8,2600,1,-104
656.478484,3.044444444,8.1,2600,0,-103
645.5888785,3.044444444,8.3,2600,0,-110
633.5692543,2.97826087,8.3,2600,0,-108
621.6960672,2.97826087,8.5,2600,0,-106
609.5326078,2.854166667,8.5,2600,0,-106
598.6526539,2.854166667,8.7,2600,0,-109
598.6526539,2.854166667,8.7,2600,0,-112
747.9605605,2.68627451,6.7,2600,1,-106
751.0559234,2.74,6.7,2600,1,-106
759.002635,2.74,6.6,2600,1,-109
768.9375787,2.74,6.5,2600,1,-104
779.5389663,2.58490566,6.2,2600,1,-99
788.7027323,2.68627451,6.3,2600,1,-101
796.655509,2.68627451,6.2,2600,1,-102
802.6207074,2.68627451,6.2,2600,1,-102
807.3815703,2.58490566,6,2600,1,-101
807.3815703,2.58490566,6,2600,1,-103
1045.91252,2.322033898,4.3,2600,0,-113
1049.901424,2.322033898,4.3,2600,0,-113
1055.811536,2.283333333,4.2,2600,1,-113
1048.830301,2.283333333,4.2,2600,1,-117
1038.857546,2.283333333,4.3,1800,1,-109
1030.879721,2.283333333,4.3,1800,1,-109
1022.827454,2.245901639,4.3,1800,1,-108
1013.852553,2.245901639,4.3,1800,1,-107
1005.875241,2.245901639,4.4,1800,1,-107
996.9011987,2.245901639,4.4,1800,1,-111
989.8454425,2.209677419,4.4,1800,1,-107
989.8454425,2.209677419,4.4,2600,1,-111
986.8540926,2.209677419,4.4,2600,1,-111
989.8454425,2.209677419,4.4,2600,1,-115
994.8311415,2.209677419,4.3,2600,1,-108
1000.814169,2.209677419,4.3,2600,1,-114
1006.797398,2.209677419,4.3,2600,1,-111
1017.767164,2.209677419,4.2,2600,1,-113
1028.665154,2.174603175,4.1,2600,1,-114
1038.639495,2.174603175,4.1,2600,1,-114
1047.616819,2.174603175,4.1,2600,1,-115
1059.948112,2.362068966,4.3,2600,1,-110
1070.424215,2.107692308,3.9,2600,1,-114
1073.41744,2.107692308,3.9,2600,1,-109
1067.431028,2.107692308,3.9,2600,1,-111
1059.587184,2.174603175,4,2600,1,-111
1051.606866,2.174603175,4.1,2600,1,-112
1042.629368,2.174603175,4.1,2600,1,-112
1034.794666,2.245901639,4.2,2600,1,-115
1034.794666,2.245901639,4.2,2600,1,-113
778.3315489,2.490909091,6.1,2600,0,-90
777.3371212,2.490909091,6.1,2600,0,-90
773.4662242,2.537037037,6.2,2600,0,-93
772.472006,2.537037037,6.2,2600,0,-90
772.472006,2.537037037,6.2,2600,0,-81
769.2762833,2.446428571,6.1,2600,1,-81
764.3042588,2.446428571,6.1,2600,1,-95
755.3555454,2.446428571,6.2,2600,1,-98
745.4139789,2.446428571,6.3,2600,1,-98
736.2506367,2.362068966,6.2,2600,1,-99
738.677873,2.537037037,6.5,2600,1,-94
733.7097519,2.537037037,6.5,2600,1,-79
723.7748269,2.537037037,6.6,2600,1,-82
712.3938517,2.362068966,6.4,2600,0,-82
701.9244974,2.537037037,6.8,2600,0,-90
692.9884559,2.537037037,6.9,2600,0,-89
681.9479452,2.490909091,7,2600,0,-87
669.0440942,2.490909091,7.1,2600,0,-85
657.1362111,2.490909091,7.2,2600,0,-89
646.7433803,2.68627451,7.7,2600,0,-87
635.8427479,2.68627451,7.8,2600,0,-89
626.9266305,2.68627451,8,2600,0,-89
620.1814251,2.403508772,7.5,2600,0,-88
614.2320408,2.403508772,7.5,2600,0,-86
610.2663353,2.403508772,7.6,2600,0,-86
606.9810541,2.634615385,8.1,2600,0,-85
603.0207293,2.634615385,8.2,2600,0,-87
596.0276839,1.779220779,5.8,2600,0,-89
592.9123038,1.985507246,6.6,2600,1,-89
587.9455757,1.985507246,6.7,2600,0,-86
582.9794164,1.985507246,6.7,2600,0,-85
578.0138407,1.985507246,6.8,2600,0,-82
577.1455622,2.58490566,8.5,2600,0,-77
581.9836767,2.245901639,7.6,2600,0,-83
592.8912211,2.245901639,7.4,2600,0,-85
601.4682036,1.442105263,4,2600,0,-88
613.6684773,1.957142857,6.3,2600,0,-88
623.6096535,1.957142857,6.2,2600,0,-89
635.5415014,1.957142857,6.1,2600,0,-86
643.4974747,1.957142857,6,2600,1,-83
646.4812449,1.957142857,6,2600,1,-82
651.4545264,1.957142857,5.9,2600,1,-89
658.0045593,2.446428571,7.1,2600,1,-96
661.9743197,2.446428571,7.1,2600,1,-96
664.9909774,1.851351351,5.5,2600,1,-96
672.6551866,2.362068966,6.8,2600,1,-87
677.6208379,2.362068966,6.7,2600,1,-102
682.5869908,2.362068966,6.7,2600,1,-107
688.4330033,2.322033898,6.5,2600,1,-108
697.3757954,2.322033898,6.5,2600,1,-101
706.3200408,2.322033898,6.4,2600,1,-106
718.3571535,2.362068966,6.4,2600,1,-107
731.2797003,2.362068966,6.2,2600,1,-104
742.2162758,2.362068966,6.2,2600,1,-106
742.2162758,2.362068966,6.2,2600,1,-106
548.1103903,2.795918367,9.4,2600,0,-81
549.0974413,2.795918367,9.4,2600,0,-86
554.5529731,2.634615385,8.9,2600,0,-79
566.4141594,2.634615385,8.7,2600,0,-80
578.0181658,2.245901639,7.6,2600,0,-80
589.4539846,2.403508772,7.9,2600,0,-86
600.3540622,2.403508772,7.7,2600,0,-89
610.2663353,2.403508772,7.6,2600,0,-92
618.5935661,2.537037037,7.8,2600,1,-94
627.5133465,2.537037037,7.7,2600,1,-88
637.4268585,2.537037037,7.5,2600,1,-81
648.5938637,2.634615385,7.6,2600,1,-79
657.5173002,2.634615385,7.5,2600,1,-92
663.4674069,2.634615385,7.4,2600,0,-87
666.1906634,2.537037037,7.2,2600,1,-86
669.1673931,2.537037037,7.2,2600,1,-79
671.1519947,2.537037037,7.2,2600,1,-83
675.2451407,2.58490566,7.2,2600,1,-82
677.8569171,2.446428571,6.9,2600,1,-91
680.8355161,2.446428571,6.9,2600,1,-96
684.9262734,2.490909091,6.9,2600,1,-101
690.8834923,2.490909091,6.9,2600,1,-104
695.848403,2.490909091,6.8,2600,1,-91
705.55014,2.403508772,6.6,2600,1,-112
715.4865477,2.403508772,6.5,2600,1,-111
725.4247032,2.403508772,6.4,2600,1,-113
734.3704787,2.403508772,6.3,2600,1,-113
744.4199084,2.446428571,6.3,2600,1,-111
744.4199084,2.446428571,6.3,2600,1,-110
845.4229711,2.245901639,5.2,2600,1,-100
850.4028457,2.245901639,5.2,2600,1,-100
840.4433354,2.245901639,5.2,2600,1,-103
834.7466682,2.362068966,5.5,2600,1,-103
826.7829219,2.362068966,5.5,2600,1,-109
817.8245533,2.362068966,5.6,2600,1,-110
808.9653886,2.403508772,5.7,2600,1,-110
805.9801486,2.403508772,5.7,2600,1,-111
801.5166873,2.209677419,5.4,2600,1,-112
796.9253415,2.362068966,5.7,2600,1,-110
791.9501247,2.362068966,5.8,2600,1,-112
784.9853502,2.362068966,5.8,2600,1,-106
777.1286895,2.403508772,5.9,2600,1,-105
768.1770629,2.403508772,6,2600,1,-99
762.2099448,2.403508772,6.1,2600,1,-108
754.3613193,2.446428571,6.2,2600,1,-107
748.2887143,2.403508772,6.2,2600,1,-111
744.3117626,2.403508772,6.2,2600,1,-107
741.6589513,2.537037037,6.5,2600,1,-103
739.6715487,2.537037037,6.5,2600,1,-98
740.3350593,2.403508772,6.2,2600,0,-80
744.3117626,2.403508772,6.2,2600,1,-98
750.2772821,2.403508772,6.2,2600,1,-95
756.3497868,2.446428571,6.2,2600,1,-100
765.3940162,2.107692308,5.4,2600,0,-96
772.3632565,2.107692308,5.4,2600,0,-98
780.1128124,2.403508772,5.9,2600,1,-97
783.0970566,2.403508772,5.9,2600,1,-99
779.1180912,2.403508772,5.9,2600,1,-101
775.1393423,2.403508772,6,2600,1,-104
769.1716323,2.403508772,6,2600,1,-104
764.198927,2.403508772,6,2600,1,-102
759.911179,2.283333333,5.9,2600,1,-103
755.9318752,2.283333333,5.9,2600,1,-83
753.9423055,2.283333333,5.9,2600,1,-80
753.9423055,2.283333333,5.9,2600,1,-96
755.1436949,2.362068966,6,2600,1,-98
757.7209249,2.209677419,5.7,2600,1,-97
762.696532,2.209677419,5.7,2600,1,-103
768.6676785,2.209677419,5.6,2600,1,-104
775.9851803,1.985507246,5.1,2600,1,-101
782.9584919,1.985507246,5,2600,1,-101
790.6611158,2.245901639,5.5,2600,1,-95
797.1681128,2.075757576,5.1,2600,1,-82
803.1444453,2.075757576,5.1,2600,1,-87
807.1288621,2.075757576,5.1,2600,0,-101
807.9517312,2.014705882,4.9,2600,0,-83
807.4905572,2.209677419,5.4,2600,0,-89
807.4905572,2.209677419,5.4,2600,0,-93
806.4948853,2.209677419,5.4,2600,0,-97
803.507934,2.209677419,5.4,2600,1,-95
799.5254843,2.209677419,5.4,2600,1,-101
794.5476701,2.209677419,5.4,2600,1,-102
788.6704001,2.245901639,5.6,2600,1,-106
788.6704001,2.245901639,5.6,2600,1,-106
638.7800874,2.322033898,7.1,2600,1,-83
650.5728245,2.283333333,6.9,2600,1,-84
660.5035958,2.283333333,6.7,2600,1,-89
671.4298176,2.283333333,6.6,2600,1,-85
682.2462898,2.245901639,6.4,2600,1,-93
695.1668864,2.245901639,6.3,2600,1,-88
707.0961745,2.245901639,6.2,2600,1,-97
716.0446913,2.245901639,6.1,2600,1,-95
726.9834936,2.245901639,6,2600,1,-91
738.0277773,2.283333333,6,2600,1,-101
747.97393,2.283333333,5.9,2600,1,-99
754.9370835,2.283333333,5.9,2600,1,-97
759.8105027,2.245901639,5.8,2600,1,-101
764.7855909,2.245901639,5.7,2600,1,-105
769.7610019,2.245901639,5.7,2600,1,-100
774.7367295,2.245901639,5.7,2600,1,-105
779.7127676,2.245901639,5.6,2600,1,-102
783.6938178,2.245901639,5.6,2600,1,-107
786.6797315,2.245901639,5.6,2600,1,-103
787.6750599,2.245901639,5.6,2600,1,-96
786.6797315,2.245901639,5.6,2600,1,-106
782.6985371,2.245901639,5.6,2600,1,-105
777.7223155,2.245901639,5.6,2600,1,-106
777.7223155,2.245901639,5.6,2600,1,-104
771.7512553,2.245901639,5.7,2600,1,-104
764.7855909,2.245901639,5.7,2600,1,-104
753.840832,2.245901639,5.8,2600,1,-103
742.8977049,2.245901639,5.9,2600,1,-100
731.8531273,2.209677419,5.9,2600,1,-103
722.9010997,2.209677419,6,2600,1,-105
716.9337487,2.209677419,6,2600,0,-104
716.0446913,2.245901639,6.1,2600,1,-96
715.0503479,2.245901639,6.1,2600,0,-95
714.0560202,2.245901639,6.1,2600,1,-95
710.7587495,2.140625,5.9,2600,1,-96
705.7853781,2.140625,6,2600,1,-93
698.0408298,2.209677419,6.2,2600,1,-95
691.0817607,2.209677419,6.3,2600,0,-84
681.1416886,2.209677419,6.4,2600,1,-92
670.3223105,2.245901639,6.6,2600,0,-96
659.3944191,2.245901639,6.7,2600,0,-99
659.3944191,2.245901639,6.7,2600,0,-99
659.3944191,2.245901639,6.7,2600,0,-101
750.856178,2.245901639,5.8,2600,1,-105
758.8155244,2.245901639,5.8,2600,1,-105
764.7855909,2.245901639,5.7,2600,1,-104
764.7855909,2.245901639,5.7,2600,1,-105
762.7955165,2.245901639,5.7,2600,1,-105
760.8054942,2.245901639,5.8,2600,0,-105
759.7111293,2.209677419,5.7,2600,1,-92
757.7209249,2.209677419,5.7,2600,1,-104
755.7307722,2.209677419,5.7,2600,1,-103
753.840832,2.245901639,5.8,2600,1,-105
752.8459338,2.245901639,5.8,2600,1,-107
759.8105027,2.245901639,5.8,2600,1,-106
771.7512553,2.245901639,5.7,2600,1,-105
783.5023931,2.174603175,5.4,2600,1,-102
795.4495584,2.174603175,5.4,2600,0,-99
810.295008,2.140625,5.2,2600,0,-95
823.2429775,2.140625,5.1,2600,0,-96
835.1963841,2.140625,5,2600,0,-94
847.0655228,2.107692308,4.9,2600,0,-93
860.0191858,2.107692308,4.8,2600,0,-91
871.8147739,2.044776119,4.6,2600,0,-90
883.7765555,2.044776119,4.6,2600,0,-97
883.7765555,2.044776119,4.6,2600,0,-100
765.7806474,2.245901639,5.7,2600,1,-101
758.8155244,2.245901639,5.8,2600,1,-101
747.8716467,2.245901639,5.9,2600,1,-105
743.7909653,2.209677419,5.8,2600,1,-102
740.8063175,2.209677419,5.8,2600,1,-102
738.9188047,2.245901639,5.9,2600,1,-103
735.9347797,2.245901639,6,2600,0,-94
735.9347797,2.245901639,6,2600,0,-94
685.2276994,2.245901639,6.4,2600,0,-90
694.1728891,2.245901639,6.3,2600,0,-86
705.1077932,2.245901639,6.2,2600,0,-95
715.0503479,2.245901639,6.1,2600,0,-91
724.9944827,2.245901639,6.1,2600,0,-87
735.9347797,2.245901639,6,2600,0,-92
748.9686242,2.283333333,5.9,2600,1,-96
758.9163327,2.283333333,5.9,2600,1,-91
768.8653978,2.283333333,5.8,2600,1,-93
778.7175354,2.245901639,5.6,2600,1,-91
789.6657521,2.245901639,5.6,2600,1,-95
800.6153883,2.245901639,5.5,2600,1,-94
811.4733514,2.209677419,5.3,2600,0,-94
823.4227347,2.209677419,5.2,2600,0,-85
837.2765374,2.174603175,5.1,2600,0,-85
850.2264404,2.174603175,5,2600,0,-86
863.1778496,2.174603175,4.9,2600,0,-84
875.1342754,2.174603175,4.9,2600,0,-88
886.0953673,2.174603175,4.8,2600,0,-91
886.0953673,2.174603175,4.8,2600,0,-91
435.1976562,2.854166667,12.1,2600,1,-104
440.093172,2.854166667,11.9,2600,0,-104
446.9507803,2.854166667,11.7,2600,1,-104
454.0099118,2.914893617,11.7,2600,1,-101
460.8730845,2.914893617,11.5,2600,1,-100
467.7403126,2.914893617,11.3,2600,1,-97
474.4228072,2.854166667,11,2600,1,-96
479.334956,2.854166667,10.9,2600,1,-96
485.2319033,2.854166667,10.8,2600,1,-97
485.2319033,2.854166667,10.8,2600,1,-98
489.164594,2.854166667,10.7,2600,1,-94
497.2132339,2.914893617,10.6,2600,1,-93
505.0831615,2.914893617,10.4,2600,0,-94
510.9882582,2.914893617,10.3,2600,0,-89
517.7074463,2.854166667,10,2600,0,-91
523.6191364,2.854166667,9.9,2600,1,-93
524.604613,2.854166667,9.9,2600,0,-96
518.6925872,2.854166667,10,2600,0,-94
511.7978116,2.854166667,10.2,2600,0,-91
501.9531851,2.854166667,10.4,2600,0,-97
492.6662156,3.044444444,11,2600,1,-100
496.0493927,2.854166667,10.5,2600,1,-98
491.4977111,2.97826087,10.9,2600,0,-96
498.017068,2.854166667,10.5,2600,1,-95
508.8437874,2.854166667,10.2,2600,1,-91
516.8955407,2.914893617,10.2,2600,0,-80
526.5757305,2.854166667,9.9,2600,1,-91
537.4206918,2.854166667,9.7,2600,1,-99
561.2628618,2.914893617,9.3,2600,1,-100
568.173389,2.914893617,9.2,2600,0,-97
561.2628618,2.914893617,9.4,2600,1,-97
560.2758249,2.914893617,9.4,2600,1,-97
563.5601121,3.044444444,9.5,2600,0,-88
570.4673523,3.044444444,9.4,2600,1,-94
576.7122333,3.186046512,9.5,2600,1,-98
582.7949897,3.261904762,9.5,2600,1,-95
587.7286789,3.261904762,9.4,2600,1,-97
594.6377048,3.261904762,9.3,2600,1,-94
603.5238189,3.261904762,9.2,2600,1,-94
616.3651515,3.261904762,9,2600,1,-91
627.2360002,3.261904762,8.8,2600,1,-93
637.8165881,3.113636364,8.5,2600,0,-90
647.7113555,3.113636364,8.3,2600,0,-95
657.6093065,3.113636364,8.2,2600,0,-94
657.6093065,3.113636364,8.2,2600,0,-94
594.6377048,3.261904762,9.3,2600,1,-90
598.1178814,3.044444444,9,2600,0,-90
605.0355361,3.044444444,8.8,2600,1,-95
613.2470954,3.186046512,8.9,2600,1,-93
621.4595723,3.341463415,9,2600,1,-90
629.3647591,3.341463415,8.9,2600,1,-97
634.3067081,3.341463415,8.8,2600,1,-95
631.1901457,3.261904762,8.8,2600,1,-97
623.28244,3.261904762,8.9,2600,1,-99
615.3771201,3.261904762,9,2600,0,-98
606.6440472,3.341463415,9.2,2600,1,-90
598.74619,3.341463415,9.4,2600,1,-95
589.8643912,3.341463415,9.5,2600,1,-99
580.8218315,3.261904762,9.6,2600,1,-98
571.9449274,3.261904762,9.7,2600,0,-98
725.5136112,3.425,7.8,2600,1,-95
719.7034111,3.512820513,7.9,2600,1,-96
716.7314699,3.512820513,7.9,2600,1,-95
713.7597635,3.512820513,8,2600,1,-96
707.5429316,3.341463415,7.9,2600,1,-96
687.7332332,3.341463415,8.1,2600,1,-93
681.7924904,3.341463415,8.2,2600,1,-97
675.8527946,3.341463415,8.3,2600,1,-96
668.9245099,3.341463415,8.3,2600,1,-93
663.549546,3.113636364,8.1,2600,0,-92
658.0402723,3.341463415,8.5,2600,0,-90
653.0941739,3.341463415,8.5,2600,1,-92
647.1599493,3.341463415,8.6,2600,1,-92
