D3,HR,TILT,FQ,OBS,RSRP
478.9196175,4.414634146,17.8,2600,0,-92
494.2428553,4.414634146,17.2,2600,1,-92
507.0009862,4.525,16.8,2600,1,-91
465.1021393,1.603773585,4,1800,0,-81
451.2826165,1.666666667,4.3,1800,0,-76
441.3116812,1.666666667,4.4,1800,0,-81
425.3610231,1.666666667,4.6,1800,0,-80
409.1760013,1.574074074,4.4,1800,0,-82
395.2176615,1.574074074,4.5,1800,0,-76
380.4339627,1.634615385,5,1800,0,-73
363.5931793,1.666666667,5.4,1800,0,-71
353.6382332,1.666666667,5.5,1800,0,-71
338.8126326,1.7,6,1800,0,-70
320.9143188,1.7,6.3,1800,0,-72
310.9758833,1.7,6.5,1800,0,-72
301.0415254,1.7,6.7,1800,0,-72
291.1116624,1.7,7,1800,0,-73
281.1867707,1.7,7.2,1800,0,-73
262.3451924,1.7,7.7,1800,0,-77
252.7231687,1.770833333,8.5,1800,0,-77
233.7883658,1.734693878,9,1800,0,-77
222.9259967,1.734693878,9.4,1800,0,-77
205.5431828,1.808510638,10.8,1800,0,-75
194.9410167,1.847826087,11.8,1800,0,-74
177.3414785,1.847826087,13,1800,0,-73
162.7421273,1.847826087,14.3,1800,0,-78
152.6106156,1.931818182,16.2,1800,0,-80
141.6827442,2.023809524,18.6,1800,0,-80
129.3560977,2.023809524,20.7,1800,0,-81
121.8400591,2.023809524,22.1,1800,0,-78
117.9237041,2.125,24.3,1800,0,-80
119.7747887,2.125,23.8,1800,0,-83
127.2242115,2.125,22.3,1800,0,-86
134.4061011,2.073170732,20.2,1800,0,-84
144.2012483,2.125,19.2,1800,0,-85
155.6470366,2.125,17.6,1800,0,-81
165.6773974,2.023809524,15.6,1800,0,-85
165.6773974,2.023809524,15.6,1800,0,-84
177.5387282,2.073170732,14.9,1800,0,-84
189.1877374,2.073170732,13.9,1800,0,-90
189.1877374,2.073170732,13.9,2600,0,-93
200.124961,2.125,13.3,2600,0,-93
208.9042843,2.125,12.7,2600,0,-93
219.456146,2.073170732,11.8,2600,0,-93
228.4753816,2.125,11.6,2600,0,-95
242.216845,2.125,10.9,2600,0,-91
255.0019608,2.125,10.3,2600,0,-92
268.9628227,2.179487179,10,2600,0,-95
280.7935184,2.179487179,9.6,2600,0,-96
294.6133059,2.179487179,9.1,2600,0,-96
309.5884365,2.236842105,8.8,2600,0,-96
324.422564,2.236842105,8.4,2600,0,-96
339.2712779,2.236842105,8.1,2600,0,-99
354.2668486,2.297297297,7.9,2600,0,-97
368.1426354,2.297297297,7.6,2600,0,-97
506.7435249,1.976744186,4.8,2600,0,-87
496.7786227,1.976744186,4.9,2600,0,-87
481.8339963,1.976744186,5,2600,0,-79
467.8888757,1.976744186,5.2,2600,0,-83
452.9514323,1.976744186,5.3,2600,0,-86
439.0136672,1.976744186,5.5,2600,0,-87
424.8870438,1.888888889,5.4,2600,0,-87
411.9465985,1.888888889,5.6,2600,0,-87
398.0150751,1.888888889,5.8,2600,0,-84
384.5256818,2.073170732,6.6,2600,0,-81
368.4019544,1.976744186,6.6,2600,0,-76
351.8891871,2.125,7.4,2600,0,-75
336.0267846,2.125,7.8,2600,0,-74
319.1880324,2.125,8.2,2600,0,-75
299.2524018,2.073170732,8.6,2600,0,-78
281.7800561,2.179487179,9.5,2600,0,-74
263.0532266,2.179487179,10.2,2600,0,-77
247.3155879,2.179487179,10.9,2600,0,-78
233.7733946,2.236842105,11.9,2600,0,-83
218.3414757,2.297297297,13,2600,0,-89
206.6518812,2.297297297,13.8,2600,0,-89
193.0621662,2.297297297,14.9,2600,0,-85
180.4993075,2.297297297,16,2600,0,-80
169.9205697,2.297297297,17.1,2600,0,-84
156.5407295,2.297297297,18.8,2600,0,-87
143.2794472,2.297297297,20.9,2600,0,-89
130.1729619,2.297297297,23.4,2600,0,-82
116.3615057,2.297297297,26.8,2600,0,-94
133.0150367,2.65625,25.7,2600,0,-97
145.2480637,2.5,22,2600,0,-94
153.7075145,2.5,20.5,2600,0,-96
167.3349934,2.361111111,17.9,2600,0,-98
179.5355118,2.297297297,16.1,2600,0,-106
191.6037578,2.179487179,14.3,2600,0,-119
206.1965082,2.179487179,13.2,2600,0,-120
221.269067,2.297297297,12.8,2600,0,-118
236.9134863,2.297297297,12,2600,0,-108
256.9124364,2.428571429,11.4,2600,0,-108
266.7283262,2.428571429,11,2600,0,-101
278.4851881,2.833333333,11.6,2600,1,-101
639.3160408,1.931818182,3.7,2600,0,-117
627.5444207,2.073170732,4,2600,0,-117
614.5770904,2.073170732,4.1,2600,0,-112
602.6084965,2.073170732,4.2,2600,0,-109
589.7965751,2.179487179,4.5,2600,0,-105
576.8370654,2.179487179,4.6,2600,0,-103
566.0388679,2.297297297,4.9,2600,0,-103
554.0830263,2.297297297,5,2600,0,-99
541.3141417,2.428571429,5.3,2600,0,-100
529.3666026,2.428571429,5.4,2600,0,-94
515.4308877,2.428571429,5.6,2600,0,-90
503.5891182,2.5,5.8,2600,0,-89
497.6203372,2.5,5.9,2600,0,-89
487.6740715,2.5,6,2600,0,-92
475.8497662,2.575757576,6.3,2600,0,-90
462.9298003,2.575757576,6.5,2600,0,-90
455.7510285,2.428571429,6.3,2600,0,-91
445.812741,2.428571429,6.5,2600,0,-90
435.7636974,2.361111111,6.5,2600,0,-91
429.8022801,2.361111111,6.6,2600,0,-89
423.2068052,2.575757576,7.1,2600,0,-91
419.2374029,2.575757576,7.2,2600,0,-91
415.6549049,2.833333333,7.7,2600,0,-93
420.6114597,2.833333333,7.6,2600,0,-93
429.5357959,2.833333333,7.4,2600,0,-87
440.5734899,2.931034483,7.4,2600,0,-95
450.4941731,2.931034483,7.2,2600,0,-97
453.4710575,2.931034483,7.1,2600,0,-94
448.7638577,3.148148148,7.5,2600,0,-102
441.8234942,3.148148148,7.6,2600,0,-96
432.7701468,3.035714286,7.6,2600,0,-97
421.8684629,3.035714286,7.8,2600,0,-101
408.0012255,3.035714286,8.1,2600,0,-104
399.0914682,3.035714286,8.3,2600,0,-106
389.1966084,3.035714286,8.5,2600,0,-104
376.1914406,2.931034483,8.7,2600,0,-104
364.3295212,2.931034483,9,2600,0,-101
351.3317521,2.833333333,9.1,2600,0,-102
341.4586359,2.833333333,9.4,2600,0,-100
324.5242672,2.741935484,9.7,2600,0,-98
309.7434422,2.741935484,10.2,2600,0,-99
301.869177,2.741935484,10.5,2600,0,-99
294.0017007,2.741935484,10.8,2600,0,-101
282.0248216,2.65625,11,2600,0,-101
272.4059471,2.741935484,11.7,2600,0,-101
263.3875472,2.65625,11.9,2600,0,-102
250.6671099,2.65625,12.5,2600,0,-99
245.7824241,2.65625,12.8,2600,0,-99
234.0790465,2.65625,13.4,2600,0,-98
351.7627041,2.073170732,7.2,2600,0,-96
362.6789214,2.073170732,7,2600,0,-96
372.6070316,2.073170732,6.8,2600,0,-90
382.5388869,2.073170732,6.6,2600,0,-90
392.474203,2.073170732,6.5,2600,0,-95
403.2988966,2.023809524,6.2,2600,0,-95
413.2432698,2.023809524,6,2600,0,-91
434.1347717,2.023809524,5.7,2600,0,-95
600.4015323,1.931818182,3.9,2600,0,-89
612.3740687,1.931818182,3.9,2600,0,-91
622.3519904,1.931818182,3.8,2600,0,-91
633.2021794,1.847826087,3.5,2600,0,-90
645.1201438,1.808510638,3.4,2600,0,-90
657.099688,1.808510638,3.3,2600,0,-89
1080.47397,1.603773585,1.7,2600,0,-97
1067.510187,1.634615385,1.8,2600,0,-97
1056.515499,1.634615385,1.8,2600,0,-97
1044.490306,1.603773585,1.8,2600,0,-98
1015.504308,1.603773585,1.8,2600,0,-86
1002.510848,1.603773585,1.8,2600,0,-86
988.5180828,1.603773585,1.9,2600,0,-95
913.670619,1.7,2.2,2600,0,-101
900.6802984,1.7,2.2,2600,0,-101
887.6513955,1.666666667,2.2,2600,0,-98
876.659569,1.666666667,2.2,2600,0,-95
866.6671795,1.666666667,2.3,2600,0,-101
856.7152386,1.7,2.3,2600,0,-98
843.7262589,1.7,2.4,2600,0,-100
782.0236569,1.888888889,2.9,2600,0,-99
771.038261,1.888888889,3,2600,0,-99
759.0546752,1.888888889,3,2600,0,-101
748.1243212,1.931818182,3.2,2600,0,-103
735.378134,2.125,3.5,2600,0,-102
722.4029347,2.125,3.6,2600,0,-105
718.410746,2.125,3.6,2600,0,-107
704.7056123,2.361111111,4,2600,1,-108
693.7326574,2.361111111,4.1,2600,0,-107
687.7477735,2.361111111,4.1,2600,0,-110
683.7579981,2.361111111,4.1,2600,0,-113
1083.472658,1.603773585,1.7,2600,0,-94
1069.509233,1.634615385,1.8,2600,0,-94
1056.515499,1.634615385,1.8,2600,0,-98
1014.504805,1.603773585,1.8,2600,0,-89
1002.510848,1.603773585,1.8,2600,0,-89
989.5175592,1.603773585,1.9,2600,0,-92
748.0701839,1.888888889,3.1,2600,0,-101
735.378134,2.125,3.5,2600,1,-101
727.3932911,2.125,3.6,2600,0,-102
717.4127125,2.125,3.6,2600,0,-103
711.4246271,2.125,3.6,2600,0,-106
696.7251969,2.361111111,4,2600,0,-111
690.7401827,2.361111111,4.1,2600,0,-111
685.7528709,2.361111111,4.1,2600,0,-112
765.0464038,1.888888889,3,2600,0,-101
762.0505233,1.888888889,3,2600,0,-102
751.0659092,1.888888889,3.1,2600,0,-102
742.0788368,1.888888889,3.1,2600,0,-98
738.0846835,1.888888889,3.1,2600,0,-93
732.9856752,1.808510638,3,2600,0,-95
729.989726,1.808510638,3,2600,0,-94
726.942226,1.770833333,2.9,2600,0,-95
725.943524,1.770833333,2.9,2600,0,-98
724.9448255,1.770833333,2.9,2600,0,-97
725.995179,1.808510638,3,2600,0,-97
726.9938102,1.808510638,3,2600,0,-96
728.9910836,1.808510638,3,2600,0,-95
732.9856752,1.808510638,3,2600,0,-91
737.978997,1.808510638,3,2600,0,-92
742.921934,1.770833333,2.9,2600,0,-98
748.7723285,1.666666667,2.6,2600,0,-101
752.7682246,1.666666667,2.6,2600,1,-101
746.774397,1.666666667,2.6,2600,1,-100
737.6516793,1.574074074,2.4,2600,1,-103
729.6588244,1.574074074,2.4,2600,1,-105
721.6661278,1.574074074,2.5,2600,1,-108
715.6717124,1.574074074,2.5,2600,0,-109
710.6764383,1.574074074,2.5,2600,0,-107
705.6812312,1.574074074,2.5,2600,1,-109
700.6860923,1.574074074,2.5,2600,1,-108
695.7830122,1.634615385,2.7,2600,1,-108
690.7886797,1.634615385,2.7,2600,1,-109
687.7921198,1.634615385,2.8,2600,0,-104
682.7979203,1.634615385,2.8,2600,1,-104
679.9536749,1.734693878,3,2600,1,-109
676.9579012,1.734693878,3.1,2600,1,-108
674.9607396,1.734693878,3.1,2600,1,-107
673.0735472,1.808510638,3.2,2600,1,-98
670.0783536,1.808510638,3.3,2600,1,-104
669.0799653,1.808510638,3.3,2600,1,-107
668.0254486,1.770833333,3.2,2600,0,-107
669.0239159,1.770833333,3.2,2600,1,-108
669.0239159,1.770833333,3.2,2600,1,-110
669.0239159,1.770833333,3.2,2600,1,-112
670.0223877,1.770833333,3.2,2600,1,-107
673.0178304,1.770833333,3.2,2600,1,-109
455.0362623,2.023809524,5.4,2600,1,-91
465.1816849,2.125,5.6,2600,1,-88
472.1493408,2.125,5.5,2600,1,-86
472.4447058,2.297297297,5.9,2600,1,-89
469.4603285,2.297297297,5.9,2600,1,-88
465.4814712,2.297297297,6,2600,1,-86
461.7152802,2.428571429,6.3,2600,1,-84
457.4210314,2.236842105,5.9,2600,1,-84
452.447787,2.236842105,6,2600,1,-88
446.5870576,2.297297297,6.2,2600,0,-84
433.664617,2.297297297,6.4,2600,0,-88
421.5174967,2.179487179,6.3,2600,0,-90
408.5976016,2.179487179,6.5,2600,0,-91
397.4430777,2.073170732,6.4,2600,0,-92
386.8656097,2.236842105,7,2600,0,-86
374.9573309,2.236842105,7.3,2600,0,-89
362.6044677,2.5,8.2,2600,1,-87
362.6044677,2.5,8.2,2600,1,-93
464.6977512,2.428571429,6.2,2600,1,-89
466.4761516,2.297297297,5.9,2600,1,-89
460.1086828,2.073170732,5.5,2600,1,-88
449.1603277,2.073170732,5.6,2600,1,-88
437.2196244,2.073170732,5.8,2600,1,-90
425.1799619,2.023809524,5.8,2600,1,-89
414.2378544,2.023809524,6,2600,0,-88
401.418734,2.073170732,6.3,2600,0,-86
391.4805231,2.073170732,6.5,2600,0,-86
378.5657142,2.073170732,6.7,2600,0,-86
367.887211,2.179487179,7.2,2600,1,-89
355.9845502,2.179487179,7.5,2600,1,-91
343.700451,2.023809524,7.3,2600,1,-92
333.7813656,2.023809524,7.5,2600,1,-96
325.8496586,2.023809524,7.6,2600,0,-95
317.9213739,2.023809524,7.8,2600,0,-96
317.9213739,2.023809524,7.8,2600,0,-96
296.9057089,2.297297297,9.4,2600,1,-96
288.0277764,2.297297297,9.7,2600,0,-96
285.7271426,2.179487179,9.4,2600,0,-98
288.6884133,2.179487179,9.3,2600,0,-91
293.4706118,2.125,8.9,2600,0,-96
297.4239399,2.125,8.8,2600,0,-98
302.3673263,2.125,8.7,2600,0,-95
325.9831284,2.073170732,7.8,2600,0,-94
335.8943286,2.073170732,7.6,2600,0,-94
346.554469,1.976744186,7,2600,0,-92
357.7163681,2.073170732,7.1,2600,0,-94
564.3491827,1.847826087,4,2600,1,-99
569.3373341,1.847826087,3.9,2600,1,-99
576.3210911,1.847826087,3.9,2600,1,-99
587.8715846,1.603773585,3.1,2600,0,-97
598.3385329,1.888888889,3.8,2600,1,-97
606.3208721,1.888888889,3.8,2600,1,-99
616.2994402,1.888888889,3.7,2600,1,-100
626.278692,1.888888889,3.7,2600,1,-98
637.2566202,1.888888889,3.6,2600,1,-100
648.2352968,1.888888889,3.5,2600,1,-96
658.2165297,1.888888889,3.5,2600,1,-101
667.9708077,1.734693878,3.1,2600,1,-96
669.9679097,1.734693878,3.1,2600,1,-107
672.9635949,1.734693878,3.1,2600,1,-109
676.8049941,1.634615385,2.8,2600,1,-106
680.8002644,1.634615385,2.8,2600,0,-92
685.7944298,1.634615385,2.8,2600,1,-108
691.8359632,1.666666667,2.8,2600,1,-106
698.6880563,1.574074074,2.5,2600,1,-103
703.6831673,1.574074074,2.5,2600,1,-108
710.6764383,1.574074074,2.5,2600,0,-106
717.6698405,1.574074074,2.5,2600,1,-107
725.662456,1.574074074,2.5,2600,1,-108
732.6561267,1.574074074,2.4,2600,1,-105
732.6561267,1.574074074,2.4,2600,1,-103
733.8351313,1.7,2.7,2600,0,-99
728.9910836,1.808510638,3,2600,0,-99
718.0062674,1.808510638,3,2600,0,-97
711.8609415,1.7,2.8,2600,0,-94
702.0292017,1.808510638,3.1,2600,0,-89
690.0470998,1.808510638,3.2,2600,0,-93
681.0609371,1.808510638,3.2,2600,0,-87
672.1324274,1.847826087,3.3,2600,0,-93
669.1375046,1.847826087,3.3,2600,0,-92
668.1392071,1.847826087,3.4,2600,0,-91
671.1341148,1.847826087,3.3,2600,0,-93
681.8988195,1.7,2.9,2600,0,-98
694.8820044,1.7,2.9,2600,0,-100
694.8820044,1.7,2.9,2600,0,-100
723.9979282,1.808510638,3,2600,0,-94
727.992445,1.808510638,3,2600,0,-86
736.9803254,1.808510638,3,2600,0,-90
748.9145479,1.770833333,2.8,2600,0,-85
758.8543997,1.734693878,2.7,2600,0,-87
766.8454864,1.734693878,2.7,2600,0,-90
777.6586655,1.603773585,2.4,2600,0,-97
789.648656,1.603773585,2.3,2600,0,-97
800.6803357,1.634615385,2.4,2600,0,-101
813.6694661,1.634615385,2.3,2600,0,-105
813.6694661,1.634615385,2.3,2600,0,-102
805.6761136,1.634615385,2.4,2600,0,-106
798.6820394,1.634615385,2.4,2600,0,-101
799.6811865,1.634615385,2.4,2600,0,-103
781.6552949,1.603773585,2.4,2600,0,-97
770.6646482,1.603773585,2.4,2600,0,-97
760.8521538,1.734693878,2.7,2600,0,-93
755.8577909,1.734693878,2.7,2600,0,-95
752.8140541,1.7,2.7,2600,0,-94
751.8151369,1.7,2.7,2600,0,-92
752.8140541,1.7,2.7,2600,0,-93
755.9060788,1.770833333,2.8,2600,0,-91
760.9001249,1.770833333,2.8,2600,0,-92
768.843287,1.734693878,2.7,2600,0,-95
778.8324595,1.734693878,2.7,2600,0,-94
789.8208658,1.734693878,2.6,2600,0,-98
800.8551679,1.770833333,2.7,2600,0,-102
811.843581,1.770833333,2.6,2600,0,-102
821.8333164,1.770833333,2.6,2600,0,-105
833.7349699,1.7,2.4,2600,0,-100
843.7262589,1.7,2.4,2600,0,-100
853.717752,1.7,2.4,2600,0,-103
865.6292509,1.634615385,2.2,2600,0,-99
877.620647,1.634615385,2.2,2600,0,-101
890.5750951,1.603773585,2.1,2600,0,-101
1048.519432,1.634615385,1.8,2600,0,-88
1062.544117,1.666666667,1.8,2600,1,-88
1072.539044,1.666666667,1.8,2600,1,-99
1084.50219,1.634615385,1.7,2600,0,-97
132.0984481,2.65625,26,2600,0,-97
142.442971,2.5,22.5,2600,0,-97
149,2.5,21.3,2600,0,-97
158.4329511,2.5,19.9,2600,0,-93
167.0449041,2.297297297,17.5,2600,0,-101
1092.468764,1.603773585,1.7,2600,0,-97
1080.47397,1.603773585,1.7,2600,0,-97
1067.510187,1.634615385,1.8,2600,0,-93
1055.515988,1.634615385,1.8,2600,0,-96
1027.498418,1.603773585,1.8,2600,0,-86
1012.505802,1.603773585,1.8,2600,0,-86
997.5134084,1.603773585,1.8,2600,0,-89
981.5890179,1.666666667,2,2600,0,-93
967.5975403,1.666666667,2,2600,0,-96
953.6063129,1.666666667,2,2600,0,-94
883.6543442,1.666666667,2.2,2600,0,-95
868.6656434,1.666666667,2.2,2600,0,-95
854.7169122,1.7,2.4,2600,0,-97
839.7297184,1.7,2.4,2600,0,-101
825.9213038,1.847826087,2.7,2600,0,-100
771.038261,1.888888889,3,2600,0,-99
759.0546752,1.888888889,3,2600,0,-99
747.0716164,1.888888889,3.1,2600,0,-100
738.0846835,1.888888889,3.1,2600,0,-96
733.1473249,1.931818182,3.2,2600,0,-94
728.9910836,1.808510638,3,2600,0,-94
725.995179,1.808510638,3,2600,0,-95
722.9993084,1.808510638,3,2600,0,-94
721.9487516,1.770833333,2.9,2600,0,-95
722.9474393,1.770833333,2.9,2600,0,-97
722.9993084,1.808510638,3,2600,0,-98
725.995179,1.808510638,3,2600,0,-96
729.989726,1.808510638,3,2600,0,-93
734.982993,1.808510638,3,2600,0,-95
740.9244226,1.770833333,2.9,2600,0,-97
748.7723285,1.666666667,2.6,2600,0,-99
755.7651752,1.666666667,2.6,2600,1,-99
762.758153,1.666666667,2.6,2600,1,-99
771.7493116,1.666666667,2.5,2600,1,-100
765.6689885,1.603773585,2.4,2600,1,-100
742.825013,1.7,2.7,2600,1,-99
736.652564,1.574074074,2.4,2600,1,-100
731.6570235,1.574074074,2.4,2600,1,-103
725.662456,1.574074074,2.5,2600,1,-106
719.667979,1.574074074,2.5,2600,0,-107
714.6726523,1.574074074,2.5,2600,1,-108
712.67454,1.574074074,2.5,2600,1,-105
710.6764383,1.574074074,2.5,2600,1,-107
706.6802672,1.574074074,2.5,2600,1,-108
701.7763176,1.634615385,2.7,2600,1,-105
698.7796505,1.634615385,2.7,2600,1,-99
695.8807369,1.7,2.9,2600,1,-107
691.8858287,1.7,2.9,2600,1,-109
687.9425848,1.734693878,3,2600,1,-102
681.0609371,1.808510638,3.2,2600,1,-102
669.0799653,1.808510638,3.3,2600,1,-99
658.2165297,1.888888889,3.5,2600,1,-102
646.2391198,1.888888889,3.6,2600,1,-102
636.2585952,1.888888889,3.6,2600,1,-101
625.0375989,1.734693878,3.3,2600,1,-101
615.3015521,1.888888889,3.7,2600,1,-100
605.3230542,1.888888889,3.8,2600,1,-99
596.3430221,1.888888889,3.9,2600,1,-99
582.8790612,1.603773585,3.2,2600,0,-101
575.3233873,1.847826087,3.9,2600,1,-103
570.3349893,1.847826087,3.9,2600,1,-103
564.3491827,1.847826087,4,2600,1,-103
558.3636808,1.847826087,4,2600,1,-102
551.3809935,1.847826087,4.1,2600,1,-100
539.4117166,1.847826087,4.2,2600,1,-101
528.4411036,1.847826087,4.2,2600,1,-101
494.6200562,1.888888889,4.7,2600,1,-94
464.9924731,2.023809524,5.3,2600,1,-98
473.1447981,2.125,5.5,2600,1,-98
478.1223693,2.125,5.4,2600,0,-96
474.4344001,2.297297297,5.8,2600,1,-89
469.4603285,2.297297297,5.9,2600,1,-96
463.7035691,2.428571429,6.2,2600,1,-90
459.727093,2.428571429,6.3,2600,1,-90
455.4316634,2.236842105,6,2600,1,-95
450.5640909,2.297297297,6.1,2600,0,-95
442.6104382,2.297297297,6.3,2600,0,-95
430.6831782,2.297297297,6.4,2600,0,-96
419.5294984,2.179487179,6.3,2600,0,-100
409.5912597,2.179487179,6.5,2600,0,-100
399.6561022,2.179487179,6.7,2600,0,-98
388.1056557,2.361111111,7.3,2600,0,-101
377.9338566,2.236842105,7.2,2600,0,-99
366.5651375,2.5,8.1,2600,0,-101
355.6754138,2.5,8.3,2600,1,-100
366.5651375,2.5,8.1,2600,0,-100
379.1793771,2.361111111,7.5,2600,0,-100
391.0818329,2.361111111,7.2,2600,0,-99
403.6297809,2.179487179,6.6,2600,0,-97
415.5538473,2.179487179,6.4,2600,0,-97
426.4879834,2.179487179,6.2,2600,0,-97
439.628252,2.297297297,6.3,2600,0,-94
446.5870576,2.297297297,6.2,2600,0,-94
454.4370143,2.236842105,6,2600,1,-89
462.4975676,2.297297297,6,2600,1,-94
467.4708547,2.297297297,5.9,2600,1,-93
459.1132758,2.073170732,5.5,2600,1,-94
447.16999,2.073170732,5.7,2600,0,-97
433.2401182,2.073170732,5.9,2600,1,-96
421.2006648,2.023809524,5.9,2600,1,-99
410.2596739,2.023809524,6.1,2600,1,-96
400.4247745,2.073170732,6.3,2600,1,-92
389.4932605,2.073170732,6.5,2600,0,-99
377.5725096,2.073170732,6.7,2600,0,-97
366.8950804,2.179487179,7.3,2600,1,-95
356.9761897,2.179487179,7.5,2600,1,-100
562.4242171,1.888888889,4.1,2600,1,-101
552.3784934,1.847826087,4.1,2600,1,-101
541.4065016,1.847826087,4.1,2600,1,-100
665.0864605,1.808510638,3.3,2600,1,-106
666.0848294,1.808510638,3.3,2600,1,-108
668.0815818,1.808510638,3.3,2600,1,-104
669.9679097,1.734693878,3.1,2600,1,-104
672.9635949,1.734693878,3.1,2600,1,-104
676.9579012,1.734693878,3.1,2600,1,-107
679.8014416,1.634615385,2.8,2600,1,-106
684.7955899,1.634615385,2.8,2600,0,-98
689.7898231,1.634615385,2.7,2600,1,-107
695.8311577,1.666666667,2.8,2600,1,-105
700.6860923,1.574074074,2.5,2600,1,-104
706.6802672,1.574074074,2.5,2600,1,-105
712.67454,1.574074074,2.5,2600,0,-103
719.667979,1.574074074,2.5,2600,1,-105
727.6606352,1.574074074,2.4,2600,1,-105
733.6552324,1.574074074,2.4,2600,1,-100
740.8272403,1.7,2.7,2600,1,-101
746.774397,1.666666667,2.6,2600,1,-100
744.7764765,1.666666667,2.6,2600,0,-102
737.978997,1.808510638,3,2600,0,-100
729.989726,1.808510638,3,2600,0,-97
724.9965517,1.808510638,3,2600,0,-98
721.0020804,1.808510638,3,2600,0,-96
719.0048679,1.808510638,3,2600,1,-95
717.9540375,1.770833333,3,2600,0,-97
719.9513872,1.770833333,3,2600,0,-95
719.9513872,1.770833333,3,2600,0,-95
722.9993084,1.808510638,3,2600,0,-96
725.995179,1.808510638,3,2600,0,-96
732.148892,1.931818182,3.2,2600,0,-93
736.1426492,1.931818182,3.2,2600,0,-89
740.0817522,1.888888889,3.1,2600,0,-99
731.3856712,2.125,3.5,2600,1,-100
721.4048794,2.125,3.6,2600,0,-102
708.4948835,2.179487179,3.7,2600,0,-105
699.5141171,2.179487179,3.8,2600,0,-106
692.7351586,2.361111111,4.1,2600,0,-106
685.7528709,2.361111111,4.1,2600,0,-109
343.8037231,2.5,8.6,2600,1,-103
349.3136127,2.297297297,8,2600,1,-103
354.2668486,2.297297297,7.9,2600,1,-103
359.2213802,2.297297297,7.8,2600,1,-101
362.9269899,2.179487179,7.3,2600,1,-98
352.0184654,2.179487179,7.6,2600,1,-100
215.6409052,2.361111111,13.5,2600,0,-99
204.9438948,2.361111111,14.2,2600,0,-99
197.4335331,2.179487179,13.8,2600,1,-101
193.5458602,2.179487179,14.2,2600,1,-98
188.6928721,2.179487179,14.6,2600,1,-99
167.1705716,2.125,16.3,2600,0,-92
174.3846324,2.023809524,14.8,2600,0,-96
184.0923681,2.023809524,13.9,2600,0,-93
192.8548677,2.023809524,13.2,2600,0,-91
225.3375246,2.073170732,11.5,2600,0,-96
201.0621794,2.361111111,14.5,2600,0,-99
188.4807682,2.361111111,15.6,2600,0,-99
175,2.361111111,17,2600,0,-95
161.2761607,2.5,19.4,2600,0,-89
152.1610988,2.575757576,21.3,2600,0,-92
142.8040616,2.575757576,23.1,2600,0,-95
129.8653148,2.575757576,25.9,2600,0,-98
117.7837001,2.236842105,25.8,2600,0,-97
111.8928058,2.179487179,26.8,2600,0,-94
123.6931688,2.297297297,25,2600,0,-94
135.7681848,2.297297297,22.2,2600,0,-94
148.946299,2.297297297,19.9,2600,0,-94
163.2176461,2.297297297,18,2600,0,-94
163.2176461,2.297297297,18,2600,0,-73
175.6843761,2.297297297,16.5,2600,0,-73
188.2232717,2.297297297,15.3,2600,0,-73
198.9271223,2.073170732,13.1,2600,0,-73
211.8348413,2.125,12.5,2600,0,-73
222.5960467,2.125,11.9,2600,0,-76
235.5355599,2.179487179,11.5,2600,0,-76
249.280966,2.179487179,10.8,2600,0,-76
264.0378761,2.179487179,10.2,2600,0,-76
279.8070764,2.179487179,9.6,2600,0,-76
295.1491149,2.023809524,8.5,2600,0,-90
312.2595075,2.125,8.4,2600,0,-90
330.081808,2.125,7.9,2600,0,-90
345.939301,2.125,7.5,2600,0,-90
360.4552677,1.976744186,6.7,2600,0,-90
374.5931126,2.073170732,6.8,2600,0,-88
389.4932605,2.073170732,6.5,2600,0,-88
403.9851482,1.888888889,5.7,2600,0,-88
420.2059019,2.023809524,5.9,2600,0,-88
434.1347717,2.023809524,5.7,2600,0,-88
449.964443,1.976744186,5.4,2600,0,-86
466.9839398,2.023809524,5.3,2600,0,-86
482.8301979,1.976744186,5,2600,0,-86
496.7786227,1.976744186,4.9,2600,0,-86
507.8237883,2.023809524,4.9,2600,0,-86
521.6933965,1.976744186,4.6,2600,0,-85
531.6615465,1.976744186,4.5,2600,0,-85
544.6218872,1.976744186,4.4,2600,0,-85
557.6602909,2.023809524,4.4,2600,0,-85
570.5479822,1.976744186,4.2,2600,0,-85
400.6494727,2.179487179,6.6,2600,0,-95
383.7668563,2.179487179,6.9,2600,0,-95
366.8950804,2.179487179,7.3,2600,0,-95
351.1595079,2.236842105,7.8,2600,0,-95
333.3301667,2.236842105,8.2,2600,1,-95
316.5090836,2.236842105,8.6,2600,1,-95
298.2633065,2.073170732,8.6,2600,0,-93
280.7935184,2.179487179,9.6,2600,1,-93
262.3833074,1.976744186,9.3,2600,0,-93
246.6029197,1.976744186,10,2600,0,-93
233.3795192,2.125,11.3,2600,1,-93
233.3795192,2.125,11.3,2600,1,-83
219.8567716,1.931818182,11,2600,0,-83
209.0598001,1.931818182,11.5,2600,0,-83
199.1506967,2.125,13.4,2600,1,-83
187.4806657,2.125,14.3,2600,1,-83
172.9306219,1.931818182,14.1,2600,0,-90
161.8177988,2.023809524,16,2600,0,-90
150.2830662,2.023809524,17.4,2600,0,-90
138.2208378,1.931818182,18,2600,0,-90
130.6330739,2.073170732,21,2600,0,-90
120.3328717,2.073170732,23.1,2600,0,-83
112.0044642,2.073170732,25.4,2600,0,-83
112.8051417,2.179487179,26.6,2600,0,-85
120.9338662,2.297297297,25.6,2600,0,-81
